0	0	0	39.06397451410896
0	0	1	39.41928524215501
0	0	2	39.37409489611024
0	0	3	39.369660285280126
0	0	4	39.36930795453459
0	0	5	39.36930795453459
0	0	6	39.36930795453459
0	0	7	39.36930795453459
0	0	8	39.36930795453459
0	0	9	39.36930795453459
0	0	10	39.36930795453459
0	0	11	39.36930795453459
0	0	12	39.36930795453459
0	0	13	39.36930795453459
0	0	14	39.36930795453459
0	0	15	39.36930795453459
0	0	16	39.36930795453459
0	0	17	39.36930795453459
0	0	18	39.36930795453459
0	0	19	39.36930795453459
0	0	20	39.36930795453459
0	0	21	39.36930795453459
0	0	22	39.36930795453459
0	0	23	39.36930795453459
0	0	24	39.36930795453459
0	0	25	39.36930795453459
0	0	26	39.36930795453459
0	1	0	39.41928524215501
0	1	1	39.78356915917379
0	1	2	39.73723723774848
0	1	3	39.7326922578245
0	1	4	39.732330156469054
0	1	5	39.732330156469054
0	1	6	39.732330156469054
0	1	7	39.732330156469054
0	1	8	39.732330156469054
0	1	9	39.732330156469054
0	1	10	39.732330156469054
0	1	11	39.732330156469054
0	1	12	39.732330156469054
0	1	13	39.732330156469054
0	1	14	39.732330156469054
0	1	15	39.732330156469054
0	1	16	39.732330156469054
0	1	17	39.732330156469054
0	1	18	39.732330156469054
0	1	19	39.732330156469054
0	1	20	39.732330156469054
0	1	21	39.732330156469054
0	1	22	39.732330156469054
0	1	23	39.732330156469054
0	1	24	39.732330156469054
0	1	25	39.732330156469054
0	1	26	39.732330156469054
0	2	0	39.37409489611024
0	2	1	39.73723723774848
0	2	2	39.69105056049065
0	2	3	39.68651960058266
0	2	4	39.68615877182025
0	2	5	39.68615877182025
0	2	6	39.68615877182025
0	2	7	39.68615877182025
0	2	8	39.68615877182025
0	2	9	39.68615877182025
0	2	10	39.68615877182025
0	2	11	39.68615877182025
0	2	12	39.68615877182025
0	2	13	39.68615877182025
0	2	14	39.68615877182025
0	2	15	39.68615877182025
0	2	16	39.68615877182025
0	2	17	39.68615877182025
0	2	18	39.68615877182025
0	2	19	39.68615877182025
0	2	20	39.68615877182025
0	2	21	39.68615877182025
0	2	22	39.68615877182025
0	2	23	39.68615877182025
0	2	24	39.68615877182025
0	2	25	39.68615877182025
0	2	26	39.68615877182025
0	3	0	39.369660285280126
0	3	1	39.7326922578245
0	3	2	39.68651960058266
0	3	3	39.68198985659994
0	3	4	39.68162917494064
0	3	5	39.68162917494064
